"","Barri","Any","all","violence","property_vh","property_personal","damage","other","TOTAL.x","all_rate","violence_rate","property_vh_rate","property_personal_rate","damage_rate","other_rate","sample.r","TOTAL.y","violence.r","violence.r.w","violence.r.wo","property_personal.r","property_personal.r.w","property_personal.r.wo","property_vh.r","property_vh.r.w","property_vh.r.wo","damage.r","damage.r.w","damage.r.wo","sample.f","violence.f","violence.f.w","violence.f.w2","violence.f.wo","property_personal.f","property_personal.f.w","property_personal.f.w2","property_personal.f.wo","property_vh.f","property_vh.f.w","property_vh.f.w2","property_vh.f.wo","sample.p","violence.p","violence.p.w","violence.p.w2","violence.p.wo","property_personal.p","property_personal.p.w","property_personal.p.w2","property_personal.p.wo","property_vh.p","property_vh.p.w","property_vh.p.w2","property_vh.p.wo"
"132","vilapicina i la torre llobeta","2019-20",1527.16905444126,241.657593123209,110.223495702006,928.607449856734,91.9713467048711,154.709169054441,25895,58.9754413763762,9.33221058595131,4.25655515358199,35.8604923675124,3.55170290422364,5.97448036510683,111,25895,13,128.295542563681,12.6696321984498,42,418.413258399737,41.3197682861687,17,146.576481146272,14.4749386296449,NA,NA,NA,23,1,221.529391734932,88.2477154028977,21.6968566131553,9,1993.76452561438,794.229438626079,195.271709518398,7,1550.70574214452,617.734007820284,151.877996292087,7,1,10.3869982321794,10.3869982321794,1.02575229519249,3,29.1474988865854,24.7100104916297,2.8784171532262,2,16.3568772455245,16.3568772455245,1.61529866490197
"133","porta","2015-16",1592.5,239.5,158,954,123,118,26557,59.9653575328539,9.0183379146741,5.94946718379335,35.9227322363219,4.63154723801634,4.4432729600482,106,26557,18,170.50056614974,20.1143510841815,32,293.910762494172,34.6733409614327,33,258.525312743447,30.498836585109,NA,NA,NA,34,3,860.870588723459,351.36114121225,99.2446628476702,3,860.870588723459,351.36114121225,99.2446628476702,26,7460.87843560331,3045.12989050616,860.120411346475,7,0,0,0,0,0,0,0,0,6,51.2478172639163,51.2478172639163,5.99986457423736
"134","porta","2017-18",1541,229.5,148,923,120.5,120,26557,58.026132469782,8.64178935873781,5.57291862785706,34.7554317129194,4.53741009903227,4.51858267123546,138,26557,8,73.2525812331788,10.5505277300057,28,210.827860638631,30.3654171973146,30,223.797660829582,32.2334501630292,NA,NA,NA,40,6,1997.8262419499,1021.89472650417,267.225633285595,14,4661.59456454976,2384.42102850973,623.526477666388,11,3662.68144357481,1873.47366525765,489.913661023591,13,0,0,0,0,9,75.5568615539463,53.4642056077729,9.57821894057274,4,39.9156586057427,34.8997080885275,5.45026796713869
"135","porta","2019-20",1428.44126074499,239.611747851003,123.819484240688,841.085959885387,106.563037249284,117.361031518625,26557,53.7877493973335,9.02254576386651,4.66240479876069,31.6709703613129,4.01261577924026,4.41921269415313,101,26557,7,70.94341872711,6.66587090331475,17,158.949039472471,14.9349128691551,15,139.347789807764,13.0931719134341,NA,NA,NA,26,2,467.722496483545,189.337697831829,45.181622497612,6,1403.16748945063,568.013093495488,135.544867492836,14,3274.05747538481,1325.36388482281,316.271357483284,9,0,0,0,0,3,33.8111260410047,21.1030516586217,3.17690640413013,4,36.8955252178362,29.3755969129118,3.46671773682239
"136","el turó de la peira","2015-16",727.5,154,48.5,322.5,82,120.5,15825,45.9715639810427,9.73143759873618,3.06477093206951,20.3791469194313,5.18167456556082,7.61453396524487,52,15825,4,79.9038870539436,4.86979420062904,7,133.614592031671,8.14322793778445,12,190.365168324804,11.6019286030985,NA,NA,NA,16,2,513.452878826391,308.915120686666,32.4041873806315,4,1026.90575765278,617.830241373332,64.808374761263,7,1797.08507589237,1081.20292240333,113.41465583221,3,0,0,0,0,2,35.3536668276334,35.3536668276334,2.18822074058223,1,22.1589773659686,22.1589773659686,1.35049324190966
"137","el turó de la peira","2017-18",765.5,191.5,43.5,355,65,110.5,15825,48.3728278041074,12.1011058451817,2.74881516587678,22.432859399684,4.10742496050553,6.9826224328594,73,15825,8,130.487642400349,9.54850685177875,19,295.326500969927,21.6106833271719,7,106.404834985274,7.78623383202879,NA,NA,NA,14,2,400.799345903749,174.831995037995,30.8604466386838,3,601.199018855623,262.247992556992,46.2906699580257,1,200.399672951874,87.4159975189974,15.4302233193419,4,0,0,0,0,1,13.0302852610645,1.62878565763307,1.12893347066053,0,0,0,0
"138","el turó de la peira","2019-20",844.558739255014,159.048710601719,58.3295128939828,409.733524355301,82.1275071633238,135.319484240688,15825,53.3686407112173,10.0504714440265,3.68590918761345,25.8915339245056,5.18973189025743,8.55099426481439,61,15825,10,141.19564640727,7.92321819144429,33,550.308131066824,30.8806362371231,4,61.120335581347,3.42977823373153,NA,NA,NA,12,2,417.031227020918,300.752636300977,23.8477759101983,8,1668.12490808367,1203.01054520391,95.3911036407933,2,417.031227020918,300.752636300977,23.8477759101983,2,0,0,0,0,1,21.0240180243357,21.0240180243357,1.17713212121248,1,13.1669157181282,13.1669157181282,0.738863759596169
"139","can peguera","2015-16",102,33,15.5,29.5,10.5,13.5,2247,45.3938584779706,14.6862483311081,6.89808633733867,13.1286159323543,4.67289719626168,6.00801068090788,5,2247,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","can peguera","2017-18",114.5,38,14.5,33.5,11.5,17,2247,50.9568313306631,16.9114374721851,6.45304850912327,14.9087672452158,5.11793502447708,7.56564307966177,9,2247,1,175.285454386475,1.6967307663083,5,510.11806053292,4.93784844147632,3,379.332678599643,3.67187014289883,NA,NA,NA,5,0,0,0,0,2,979.216464373098,87.4337952449214,10.4411520124137,3,1468.82469655965,131.150692867382,15.6617280186206,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","can peguera","2019-20",122.659025787966,35.1189111747851,13.2063037249284,43.6690544412607,12.7521489971347,17.9126074498567,2247,54.5879064476928,15.6292439585158,5.87730472849505,19.4343811487587,5.67518869476398,7.9717879171592,8,2247,1,111.143899140955,0.876434905305805,0,0,0,3,376.136450067706,2.96605676555463,NA,NA,NA,2,1,222.28779828191,31.7553997545586,1.75286981061161,0,0,0,0,0,0,0,0,1,1,111.143899140955,55.5719495704776,0.876434905305805,0,0,0,0,0,0,0,0
"142","la guineueta","2015-16",820,159,72.5,469.5,61,58,15398,53.2536693077023,10.3260163657618,4.70840368879075,30.4909728536174,3.96155344849981,3.7667229510326,83,15398,12,159.314418127336,15.0598890290602,15,186.182793558672,17.5997392017146,20,233.359450783013,22.0593181331878,NA,NA,NA,22,4,1376.74974018603,822.155329861924,109.9562602844,5,1720.93717523253,1027.69416232741,137.4453253555,13,4474.43665560459,2672.00482205125,357.357845924299,5,1,18.5021705428111,18.5021705428111,1.74899822907912,2,43.7675129969495,43.7675129969495,2.74391987255314,2,23.148584517942,23.148584517942,2.18822074058223
"143","la guineueta","2017-18",826.5,173,49.5,486.5,58.5,59,15398,53.6758020522146,11.2352253539421,3.21470320820886,31.5950123392648,3.79919470061047,3.83166645018834,80,15398,18,209.946288632642,17.6987756459049,21,272.570701942288,22.9781042224784,20,241.600752713614,20.3672927300091,NA,NA,NA,20,9,2305.06314027511,824.570582866958,181.288367156117,3,768.354380091704,274.856860955653,60.4294557187057,3,768.354380091704,274.856860955653,60.4294557187057,7,1,11.7166615919046,11.7166615919046,0.987731510686346,2,27.2614402535989,17.3208373545796,1.84826037722504,1,9.83961163324872,3.27987054441624,0.829493485566807
"144","la guineueta","2019-20",860.333810888252,165.457020057307,54.1919770773639,512.659025787966,49.1232091690544,78.9025787965616,15398,55.873088121071,10.745357842402,3.51941661757137,33.2938710084404,3.19023309319746,5.12420955945977,71,15398,16,192.048990207063,11.9658051156004,20,299.156446550542,18.6392426986458,27,338.661286218731,21.1006313895362,NA,NA,NA,25,8,2921.37318978339,998.958304687175,152.611346994701,3,1095.51494616877,374.60936425769,57.229255123013,7,2556.20154106046,874.088516601278,133.534928620364,1,0,0,0,0,0,0,0,0,1,13.1237053124765,13.1237053124765,0.817685633204059
"145","canyelles","2015-16",401,60.5,73.5,178.5,47.5,41,6884,58.2510168506682,8.78849506101104,10.6769320162696,25.9296920395119,6.90005810575247,5.95583962812318,24,6884,4,158.022672488445,4.20894763616534,3,109.099977769694,2.90588740405603,8,315.119932703841,8.39324683588931,NA,NA,NA,6,1,202.087858290681,109.452743976824,5.90627373976455,1,202.087858290681,109.452743976824,5.90627373976455,4,808.351433162723,437.810975907297,23.6250949590582,4,1,8.88615629658332,8.88615629658332,0.260980852900651,1,31.9557620668391,31.9557620668391,1.35049324190966,2,84.308943538967,58.4262935566627,2.2455760494867
"146","canyelles","2017-18",425,54,98,193,53.5,26.5,6884,61.7373619988379,7.84427658338176,14.2359093550261,28.0360255665311,7.77164439279489,3.84950610110401,26,6884,0,0,0,0,0,0,3,109.781604343178,2.92977668103051,NA,NA,NA,5,1,142.121862942814,92.4493896663028,4.47157149132649,1,142.121862942814,92.4493896663028,4.47157149132649,1,142.121862942814,92.4493896663028,4.47157149132649,1,0,0,0,0,0,0,0,0,1,34.1101783350238,34.1101783350238,0.910309205897071
"147","canyelles","2019-20",404.981375358166,49.7378223495702,112.287965616046,161.530085959885,55.2836676217765,26.1418338108883,6884,58.8293688782926,7.22513398453954,16.3114418384727,23.4645679779032,8.03074776609188,3.79747731128534,32,6884,0,0,0,6,171.264444138213,4.36997839246414,5,136.081723579207,3.47225715555123,NA,NA,NA,7,0,0,0,0,2,414.48226837999,252.299690953075,10.5759170620281,2,414.48226837999,252.299690953075,10.5759170620281,2,0,0,0,0,0,0,0,0,0,0,0,0
"148","les roquetes","2015-16",729,162.5,111.5,232,96.5,126.5,16250,44.8615384615385,10,6.86153846153846,14.2769230769231,5.93846153846154,7.78461538461538,44,16250,6,127.854132886217,6.35337340442906,10,211.37447724772,10.5036962967471,13,313.92736072442,15.5997909455468,NA,NA,NA,4,0,0,0,0,0,0,0,0,3,278.541038846409,185.345591094219,13.8413611535243,1,0,0,0,0,0,0,0,0,1,23.7313678010599,23.7313678010599,1.179267635972
"149","les roquetes","2017-18",703,161,93.5,282.5,77,89,16250,43.2615384615385,9.90769230769231,5.75384615384615,17.3846153846154,4.73846153846154,5.47692307692308,61,16250,11,194.053279568548,11.6645899528031,12,199.455176720195,11.9892993077868,15,249.726544036762,15.0111234553522,NA,NA,NA,12,2,369.89421361171,188.538235335127,22.5668449620367,2,369.89421361171,188.538235335127,22.5668449620367,6,1109.68264083513,565.61470600538,67.7005348861101,6,2,33.6310750913783,20.410049160542,2.02157212434167,0,0,0,0,3,48.2252483908954,18.4525153521371,3.03725845308743
"150","les roquetes","2019-20",756.912607449857,155.667621776504,104.517191977077,302.308022922636,93.9025787965616,100.517191977077,16250,46.5792373815296,9.57954595547719,6.43182719858938,18.603570641393,5.77862023363456,6.18567335243553,48,16250,6,107.921723855553,4.74545430018178,34,637.570281419504,28.0347693267004,14,252.569093827393,11.1057815755465,NA,NA,NA,21,6,2225.46653090262,670.241008695638,102.244090697193,9,3338.19979635393,1005.36151304346,153.36613604579,4,1483.64435393508,446.827339130425,68.162727131462,2,0,0,0,0,1,18.2190356231268,18.2190356231268,0.801113972740561,1,27.5904516731948,27.5904516731948,1.21318695494302
"151","verdun","2015-16",512,131,38,213,68.5,61.5,12578,40.7059945937351,10.4150103355064,3.02114803625378,16.9343297821593,5.44601685482589,4.88948958498966,39,12578,4,102.10870555286,4.54907883886719,4,103.432366110595,4.60804967980023,5,125.079990660526,5.57248018764614,NA,NA,NA,7,1,159.648118241709,52.4315742064298,7.24922141362895,3,478.944354725128,157.294722619289,21.7476642408868,0,0,0,0,1,0,0,0,0,1,6.02666810586716,6.02666810586716,0.239560805385034,0,0,0,0
"152","verdun","2017-18",537,125.5,47.5,247.5,48.5,68,12578,42.6935919860073,9.97773890920655,3.77643504531722,19.677214183495,3.85593894100811,5.40626490698044,52,12578,7,142.763552596066,8.12539088321774,18,412.993276966725,23.5055218679682,9,164.914785691442,9.38612882488591,NA,NA,NA,12,3,669.043148807814,388.594106697175,36.5735509429486,3,669.043148807814,388.594106697175,36.5735509429486,3,669.043148807814,388.594106697175,36.5735509429486,8,3,68.0653769408589,34.0326884704295,3.29446648344679,2,31.9818863213398,23.5703225976215,1.89804071658342,2,30.3948879155624,30.3948879155624,1.72992574557396
"153","verdun","2019-20",566.603151862464,144.209169054441,39.7106017191977,249.134670487106,47.9627507163324,85.5859598853868,12578,45.0471578838022,11.4651907341741,3.15714753690553,19.8071768553908,3.81322552999939,6.80441722733239,54,12578,13,193.325894284476,9.57962578876308,29,537.576337772767,26.6378188385825,10,155.354380331408,7.69807290289913,NA,NA,NA,13,4,891.673461579738,305.947316544309,43.2221249445292,5,1114.59182697467,382.434145680386,54.0276561806615,1,222.918365394935,76.4868291360772,10.8055312361323,2,0,0,0,0,0,0,0,0,0,0,0,0
"154","la prosperitat","2015-16",1131,221.5,139.5,525.5,134.5,110,26834,42.148021167176,8.25445330550794,5.19862860550048,19.5833643884624,5.01229783110979,4.09927703659536,93,26834,9,107.36647806527,11.8417324883036,13,165.487873964972,18.2520947772915,15,175.736655992536,19.3824600205993,NA,NA,NA,13,2,289.147317235561,163.186759918927,30.3069608855196,4,578.294634471122,326.373519837853,60.6139217710393,7,1012.01561032446,571.153659716243,106.074363099319,5,1,9.37578370969577,4.68789185484789,1.03407995269173,2,20.705155070406,16.0172632155581,2.38457319460139,2,28.7212033395257,28.7212033395257,3.16773738710211
"155","la prosperitat","2017-18",1227.5,245,131,587,157,107.5,26834,45.7442051129164,9.13020794514422,4.8818662890363,21.875232913468,5.85078631586793,4.00611164940002,111,26834,13,119.289102961528,13.7707247449112,26,271.698234496353,31.3648230059563,26,263.178579619649,30.3813147112667,NA,NA,NA,17,1,148.755491894485,95.0136842937744,17.7381022411969,5,743.777459472427,475.068421468872,88.6905112059846,5,743.777459472427,475.068421468872,88.6905112059846,7,0,0,0,0,1,7.08703703757426,7.08703703757426,0.860528866538694,3,30.2939870185263,17.2225745212088,3.49713549939747
"156","la prosperitat","2019-20",1080.67478510029,223.607449856734,102.429799426934,559.873925501433,83.5358166189112,111.227793696275,26834,40.2725939144476,8.33298985826688,3.81716476958091,20.8643484199684,3.11305867999222,4.14503218663915,97,26834,7,68.2020569340602,5.86340149832959,19,181.23052329862,15.580575859751,10,90.9290552306232,7.81726508918051,NA,NA,NA,7,2,124.963039479267,45.190999201039,10.7711873398129,1,62.4815197396333,22.5954996005195,5.38559366990643,2,124.963039479267,45.190999201039,10.7711873398129,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","la trinitat nova","2015-16",688.5,100.5,158,223.5,108,98.5,7620,90.3543307086614,13.1889763779528,20.7349081364829,29.3307086614173,14.1732283464567,12.9265091863517,65,7620,5,46.0774447311964,1.19600754979736,19,244.947864303576,6.35798049832979,15,201.448284510464,5.22888520780142,NA,NA,NA,18,0,0,0,0,4,1132.13433108821,697.029425005886,29.0863225181293,11,3113.36941049257,1916.83091876619,79.9873869248555,5,0,0,0,0,1,52.6697444390426,52.6697444390426,1.36712034190436,4,60.8255109414502,49.6594159765025,1.57881520406887
"158","la trinitat nova","2017-18",638.5,102.5,93.5,253,110,79.5,7620,83.7926509186352,13.4514435695538,12.2703412073491,33.2020997375328,14.4356955380577,10.4330708661417,30,7620,13,590.298985169036,17.215347916791,13,447.914364195376,13.0628745945473,15,608.922359243092,17.7584758436968,NA,NA,NA,20,3,2358.34228180593,525.551878430009,71.6074206595256,2,1572.22818787062,350.367918953339,47.7382804396837,4,3144.45637574124,700.735837906679,95.4765608793674,3,1,28.442594660363,28.442594660363,0.829493485566807,0,0,0,0,2,65.2454606401453,65.2454606401453,2.25481670329138
"159","la trinitat nova","2019-20",603.042979942693,103.131805157593,102.338108882521,219.061604584527,86.8338108882521,91.6776504297994,7620,79.1394986801435,13.5343576322301,13.4301980160789,28.7482420714603,11.3955132399281,12.0311877204461,29,7620,9,329.792034808265,8.18079907715894,6,214.207977487262,5.31362871018605,8,285.9984058009,7.09445725578297,NA,NA,NA,9,1,342.477489301368,129.717363529709,8.29484212853027,2,684.954978602735,259.434727059417,16.5896842570605,1,342.477489301368,129.717363529709,8.29484212853027,3,0,0,0,0,1,44.8989484063885,44.8989484063885,1.21318695494302,0,0,0,0
"160","torre baró","2015-16",206.5,47.5,24.5,87,20.5,27,2931,70.4537700443535,16.2060730126237,8.35892186966906,29.6827021494371,6.9941999317639,9.21187308085977,29,2931,5,37.9865675720453,0.475006670135137,11,355.81422074227,4.44931298046242,12,275.446192944049,3.44434328433609,NA,NA,NA,7,0,0,0,0,0,0,0,0,6,1325.20664160012,739.391626810518,16.5711732936535,2,0,0,0,0,0,0,0,0,2,24.3992244914227,24.3992244914227,0.30510243805443
"161","torre baró","2017-18",228.5,57,27.5,71.5,37,35.5,2931,77.9597407028318,19.4472876151484,9.38246332309792,24.3944046400546,12.6236779256227,12.1119071989082,21,2931,2,87.6586325115644,1.74744847978061,6,285.012397291016,5.68163643551146,11,624.021199068605,12.4396749575057,NA,NA,NA,7,0,0,0,0,0,0,0,0,4,1692.41677594444,469.651469722887,33.7378195112632,2,0,0,0,0,0,0,0,0,2,102.243709707438,68.0346106482931,2.03819760788331
"162","torre baró","2019-20",223.763610315186,59.7607449856733,27.5959885386819,63.1919770773639,29.5730659025788,43.6418338108883,2931,76.3437769754985,20.3891999268759,9.4152127392296,21.5598693542695,10.089752952091,14.8897420030325,8,2931,7,1019.73841412768,6.66262720208152,0,0,0,3,375.597191135823,2.45402549126057,NA,NA,NA,3,0,0,0,0,1,327.025030471368,166.054523045342,2.56564433028539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","ciutat meridiana","2015-16",516,112,80,163,66.5,94.5,10864,47.4963181148748,10.3092783505155,7.36377025036819,15.0036818851252,6.12113402061856,8.69845360824742,99,10864,11,171.886774719184,5.90145525252469,17,196.650003203972,6.7516607732797,10,164.379321327653,5.64369894565978,NA,NA,NA,8,3,386.545744488868,207.941334002566,13.2714248544236,1,128.848581496289,69.3137780008553,4.42380828480788,2,257.697162992579,138.627556001711,8.84761656961576,3,1,34.3475468006347,34.3475468006347,1.179267635972,0,0,0,0,2,68.6950936012695,34.3475468006347,2.358535271944
"164","ciutat meridiana","2017-18",502.5,125,65.5,155,70.5,86.5,10864,46.2536818851252,11.5058910162003,6.02908689248895,14.2673048600884,6.48932253313697,7.9620765832106,58,10864,11,209.812286085211,11.8082175662365,15,243.395745122253,13.6982917765481,3,56.2914997661901,3.16808080580642,NA,NA,NA,17,6,1938.73385914466,899.807366308222,107.775809049216,6,1938.73385914466,899.807366308222,107.775809049216,3,969.366929572331,449.903683154111,53.887904524608,4,2,32.3493456082299,8.08733640205747,1.82061841179414,0,0,0,0,2,36.2330862851525,24.1020816820663,2.03919500585175
"165","ciutat meridiana","2019-20",548.727793696275,117.879656160458,61.7836676217765,191.534383954155,63.852435530086,113.677650429799,10864,50.508817534635,10.8504838144752,5.68700916989843,17.6301899810525,5.877433314625,10.4637012545839,38,10864,12,317.024278659442,10.954978270672,26,624.96177624612,21.59595696496,8,204.512456163569,7.06705973065363,NA,NA,NA,9,3,715.448695340128,306.041166651077,24.7227907729151,1,238.482898446709,102.013722217026,8.24093025763836,1,238.482898446709,102.013722217026,8.24093025763836,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","vallbona","2015-16",69.5,15,6,27.5,10,11,1407,49.3958777540867,10.6609808102345,4.26439232409382,19.54513148543,7.10732054015636,7.818052594172,8,1407,0,0,0,2,93.6210726186789,0.196954252946226,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","vallbona","2017-18",75.5,13.5,9.5,26,11,15.5,1407,53.6602700781805,9.59488272921109,6.75195451314854,18.4790334044065,7.818052594172,11.0163468372424,5,1407,1,169.656251821982,0.910309205897071,1,316.223301157578,1.6967307663083,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","vallbona","2019-20",81.4942693409742,15.3667621776504,7.72922636103152,27.0959885386819,11.8667621776504,19.4355300859599,1407,57.9205894392141,10.9216504460913,5.49340892752773,19.2579875896816,8.43408825703655,13.813454218877,5,1407,0,0,0,1,283.754552385099,1.26492512198021,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","la trinitat vella","2015-16",588,129.5,83.5,199,78,98,10337,56.8830415014027,12.5278127116185,8.07777885266518,19.2512334332979,7.54570958692077,9.48050691690045,78,10337,26,432.668019699612,12.8427932044814,22,317.491399740661,9.4240299847017,24,313.77280559956,9.31365174228224,NA,NA,NA,23,10,3249.10309508124,1222.91002119944,101.863602191976,1,324.910309508124,122.291002119944,10.1863602191976,9,2924.19278557312,1100.61901907949,91.6772419727786,7,2,8.33342473207435,4.97416458764982,0.247359281588331,0,0,0,0,3,67.3131812771601,35.8304471207001,1.99804290522448
"170","la trinitat vella","2017-18",603,122.5,59.5,210,77.5,133.5,10337,58.3341394988875,11.8506336461256,5.75602205668956,20.3153719647867,7.49733965367128,12.9147721776144,45,10337,6,142.302731488631,5.77104430051863,26,585.003049084127,23.7246219864212,13,318.097768376597,12.9003589319304,NA,NA,NA,9,1,209.293897358618,127.443169376292,7.82131233379603,2,418.587794717236,254.886338752584,15.6426246675921,2,418.587794717236,254.886338752584,15.6426246675921,5,0,0,0,0,0,0,0,0,1,20.7771202634018,20.7771202634018,0.842609837653568
"171","la trinitat vella","2019-20",721.560171919771,145.984240687679,91.2650429799427,256.405444126074,76.1275071633238,151.777936962751,10337,69.8036347025027,14.1224959550817,8.82896807390371,24.8046284343692,7.36456487988041,14.6829773592677,19,10337,1,50.2273271910774,0.968464642475179,3,174.708894718037,3.36867193065361,3,145.751624480997,2.81032861565927,NA,NA,NA,3,0,0,0,0,0,0,0,0,1,145.751624480997,97.8132819444012,2.81032861565927,1,0,0,0,0,0,0,0,0,1,49.8749394078051,49.8749394078051,0.961670032297314
"172","baró de viver","2015-16",216,54,49,65,33,15,2604,82.9493087557604,20.7373271889401,18.8172043010753,24.9615975422427,12.6728110599078,5.76036866359447,13,2604,6,338.9444902389,1.81372747584911,2,62.8312309673675,0.336216499246275,4,402.607004383872,2.15439225846583,NA,NA,NA,3,1,139.054490020923,57.9393708420511,0.74409514376047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","baró de viver","2017-18",235,50.5,48,86.5,31.5,18.5,2604,90.2457757296467,19.3932411674347,18.4331797235023,33.2181259600614,12.0967741935484,7.10445468509985,6,2604,0,0,0,1,152.563876995631,0.842609837653568,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","baró de viver","2019-20",202.873925501433,49.0773638968481,39.1647564469914,77.8753581661891,27.0730659025788,9.68338108882521,2604,77.9085735412568,18.8469139388818,15.0402290503039,29.9060515231141,10.3967226968429,3.71865633211414,4,2604,0,0,0,1,231.19689887708,0.846068582421853,1,273.967978339308,1.0025900009401,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","el bon pastor","2015-16",2595,260,496.5,1504,216,118.5,13126,197.699222916349,19.808014627457,37.8256894712784,114.581746152674,16.4558890751181,9.02788358982173,125,13126,16,122.919105234976,5.88630945171411,12,87.7370692724907,4.20152375122729,42,347.023392935547,16.6181414508148,NA,NA,NA,64,15,8481.11650622138,3801.20638434774,425.81558736726,3,1696.22330124428,760.241276869549,85.163117473452,29,16396.8252453613,7348.99900973897,823.243468910036,9,2,6.92045665581815,6.92045665581815,0.331404539151568,0,0,0,0,4,60.4328818102327,60.4328818102327,2.89398985384637
"176","el bon pastor","2017-18",3330,279,569.5,2093,216.5,172,13126,253.694956574737,21.2555233886942,43.3871705012951,159.454517751028,16.4939814109401,13.1037635227792,65,13126,13,230.356390257687,14.7978882247834,19,267.820072010671,17.2045215916692,19,304.489428923166,19.5601282421241,NA,NA,NA,43,4,2806.82684252169,1500.56043659557,179.680270975463,18,12630.7207913476,6752.52196468007,808.561219389585,8,5613.65368504339,3001.12087319114,359.360541950927,12,2,10.4387252075051,3.47957506916837,0.722615031687442,7,126.765503032801,98.7891630370816,8.67309407184714,2,24.6681263681426,17.0293278505169,1.83964304975728
"177","el bon pastor","2019-20",3095.72922636103,302.684813753582,405.987106017192,2048.75358166189,193.461318051576,144.842406876791,13126,235.847114609251,23.0599431474616,30.9299943636441,156.083618898514,14.7387869915874,11.0347712080444,29,13126,7,251.351542872622,7.08666328225901,7,236.243587824739,6.66070611850247,11,359.193735759448,10.1271909029574,NA,NA,NA,30,8,7121.1726180291,2506.44693122283,241.118442701395,11,9791.61234979002,3446.36453043139,331.537858714417,1,890.146577253638,313.305866402854,30.1398053376743,8,1,35.5457821219091,35.5457821219091,1.00218596680813,6,156.024713470293,135.949702460885,6.19534244908004,0,0,0,0
"178","sant andreu","2015-16",2898.5,464,278,1539.5,400.5,216.5,57961,50.0077638412036,8.00538292990114,4.79632856575973,26.5609634064285,6.90981867117545,3.73527026793879,244,57961,23,80.6525149114474,18.7061571835652,34,128.094473888481,29.7096174314574,43,173.383939942086,40.2138388024667,NA,NA,NA,35,8,1184.97366787796,715.115271211555,273.477752869245,13,1925.58221030168,1162.06231571878,444.401348412523,11,1629.33879333219,983.283497915888,376.031910195212,12,5,21.5088796124865,17.6598220150314,4.97954465590375,3,14.6751894120084,14.6751894120084,3.16010150111204,3,13.2830867317869,13.2830867317869,3.08081537891968
"179","sant andreu","2017-18",3014,420.5,252,1685.5,424.5,231.5,57961,52.0004830834527,7.25487828022291,4.34775107399803,29.0798985524749,7.3238902020324,3.99406497472438,277,57961,25,101.019456754605,26.8397198602103,77,273.517689708408,72.6705369879248,61,222.815232760733,59.1994712703009,NA,NA,NA,61,3,654.664600112843,348.669214184985,176.602474000939,17,3709.76606730611,1975.79221371491,1000.74735267199,20,4364.43066741895,2324.4614278999,1177.34982667293,23,0,0,0,0,6,20.3961030263031,16.3119483920212,5.57473290649935,10,35.0247169160699,28.8787811091109,9.30566863464778
"180","sant andreu","2019-20",3040.97277936963,440.191977077364,232.873925501433,1744.42836676218,425.669054441261,197.809455587393,57961,52.465843918663,7.59462357580725,4.01776928454362,30.0965885123131,7.34405987545523,3.41280267054386,245,57961,43,175.722658970144,40.3128654122976,81,331.623672807465,76.0784099658457,58,233.849917381263,53.6479489971152,NA,NA,NA,59,12,2943.77118226899,858.450865759815,653.566159683798,15,3679.71397783624,1073.06358219977,816.957699604748,16,3925.02824302532,1144.60115434642,871.421546245064,18,3,10.2119574921775,3.40398583072583,2.34274435858724,4,16.9572586037044,9.96483952278916,3.79656529579768,9,35.5893797615688,16.1000958120749,8.16462649065099
"181","la sagrera","2015-16",1797,273.5,154,1023,205.5,141,29400,61.1224489795918,9.30272108843537,5.23809523809524,34.7959183673469,6.98979591836735,4.79591836734694,166,29400,27,151.099094753718,24.2043769111397,40,230.87632572318,36.9837927670668,30,197.079549692627,31.5699290588943,NA,NA,NA,28,9,1541.95455550749,614.45165967105,241.297461406446,2,342.656567890553,136.544813260233,53.6216580903213,14,2398.59597523387,955.813692821633,375.351606632249,8,4,22.2622335103477,13.6875710564357,3.32404153342889,0,0,0,0,4,21.5441457337791,21.5441457337791,3.45113003104923
